"devicedb_id","hubelean_id","location_name","location_address","longitude","latitude","TotalNbOfConnectors","ConnectorType"
"182","UAE-HBN-CCL46","BUR DUBAI-Sustainable City 02","Sustainable City, Dubai, United Arab Emirates","55.274","25.028","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"183","UAE-HBN-CCL47","BUR DUBAI-Sustainable City 03","Sustainable City, Dubai, United Arab Emirates","55.274","25.028","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"184","UAE-HBN-CCL48","BUR DUBAI-Sustainable City 04","Sustainable City, Dubai, United Arab Emirates","55.2742861","25.0278536","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"185","UAE-HBN-CCL49","BUR DUBAI-Sustainable City 05","Sustainable City, Dubai, United Arab Emirates","55.2742861","25.0278536","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"186","UAE-HBN-CCL50","DEIRA-Dubai Silicon Oasis Community Center","Dubai Silicon Oasis, Dubai, United Arab Emirates","55.396545","25.127755","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"187","UAE-HBN-CCL51","J.ALI-JAFZA Location 01","JAFZA, Dubai, United Arab Emirates","55.091","24.985","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"188","UAE-HBN-CCL52","J.ALI-Anantara hotel","Palm Jumeirah Anantara, Dubai, UAE, Dubai, United Arab Emirates","55.153","25.13","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"189","UAE-HBN-CCL53","BUR DUBAI-Latifa Hospital","Dubai Health Authority, Dubai, United Arab Emirates","55.3176719","25.2263088","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"190","UAE-HBN-CCL54","Deira Al-Warqa DPE Office","DEWA, 25.27258, 55.40660, Dubai, United Arab Emirates","55.4","25.186223","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"191","UAE-HBN-CCL55","DEIRA-Dubai Hospital","Dubai Health Authority, Dubai, United Arab Emirates","55.321","25.285","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"192","UAE-HBN-CCL56","DEIRA-Solar Park 1","DEWA, Dubai, United Arab Emirates","55.3691","24.7677","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"194","UAE-HBN-CCL58","J.ALI-JAFZA Location 03","JAFZA, Dubai, United Arab Emirates","55.091","24.985","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"195","UAE-HBN-CCL59","HATTA","DEWA-Customer Service Center, Hatta, United Arab Emirates","56.126","24.809","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"196","UAE-HBN-CCL60","J.ALI-JAFZA Location 02","JAFZA, Dubai, United Arab Emirates","55.091","24.985","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"198","UAE-HBN-CCL61","DEIRA-Dubai Silicon Oasis 7 Towers","Dubai Silicon Oasis, United Arab Emirates","55.3717023","25.1145037","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"199","UAE-HBN-CCL62","DEIRA-Warsan Office 01","DEWA, Dubai, United Arab Emirates","55.4337","25.1464","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"200","UAE-HBN-CCL63","DEIRA-Warsan Office 02","DEWA, Dubai, United Arab Emirates","55.433781","25.146664","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"201","UAE-HBN-CCL64","J.ALI-The Beach","GreenParking, Dubai, United Arab Emirates","55.134","25.078","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"202","UAE-HBN-CCL65","DEIRA-Asset Rehabilitation Center -Ruwaiyah","DEWA, Dubai, United Arab Emirates","55.4945833","25.1491111","1","62196-2 (Three Phase)"
"203","UAE-HBN-CCL66","J.ALI-ENOC Petrol Station (1060) Dubai Internet City","ENOC, Dubai, United Arab Emirates","55.165","25.096","3","ChaDeMo , Combo CCS , 62196-2 (Three Phase)"
"204","UAE-HBN-CCL67","J ALI-Madinat Jumeirah","Jumeirah Group, Dubai, United Arab Emirates","55.187","25.133","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"205","UAE-HBN-CCL68","DEIRA-Mamzar Health Center","Dubai Health Authority, Dubai, United Arab Emirates","55.3476472","25.2976146","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"206","UAE-HBN-CCL69","DEIRA-Rowaiyah -Green Garage 01","DEWA, Dubai, United Arab Emirates","55.492","25.149","3","ChaDeMo , Combo CCS , 62196-2 (Three Phase)"
"207","UAE-HBN-CCL70","DEIRA-Al Qusais DCC","DEWA, Dubai, United Arab Emirates","55.364","25.283","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"208","UAE-HBN-CCL71","DEIRA-RTA Parking New Subkhah 01","RTA, Dubai, United Arab Emirates","55.3043305","25.2682388","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"209","UAE-HBN-CCL72","DEIRA-RTA Parking Naif 01","RTA, Dubai, United Arab Emirates","55.3050236","25.2729658","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"210","UAE-HBN-CCL73","DEIRA-RTA Parking Naif 02","RTA, Dubai, United Arab Emirates","55.3050236","25.2729658","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"211","UAE-HBN-CCL74","DEIRA-RTA Parking Old Subkhah 01","RTA, Dubai, United Arab Emirates","55.3041777","25.2696962","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"212","UAE-HBN-CCL75","DEIRA-RTA Parking Old Subkhah 02","RTA, Dubai, United Arab Emirates","55.3041777","25.2696962","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"213","UAE-HBN-CCL76","BUR DUBAI-Jumeirah Beach Hotel","Jumeirah Group, Dubai, United Arab Emirates","55.1919038","25.1417438","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"214","UAE-HBN-CCL77","BUR DUBAI-Jumeirah Emirates Towers","Jumeirah Group, Dubai, United Arab Emirates","55.283","25.217","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"215","UAE-HBN-CCL78","J.Ali-Movenpick hotel","Seven Tides, Dubai, United Arab Emirates","55.116","25.043","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"216","UAE-HBN-CCL79","BUR DUBAI-Sheikh Mohammed bin Rashid Al Maktoum Boulevard 2","EMAAR, Dubai, United Arab Emirates","55.2722066","25.191508","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"217","UAE-HBN-CCL80","BUR DUBAI-RTA Parking Ghubaibah 01","RTA, Dubai, United Arab Emirates","55.2903469","25.2637991","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"218","UAE-HBN-CCL81","BUR DUBAI-Dubai Petroleum 01","Dubai Supreme Council of Energy, Dubai, United Arab Emirates","55.2645","25.2096","1","62196-2 (Three Phase)"
"219","UAE-HBN-CCL82","BUR DUBAI-Dubai Petroleum 02","Dubai Supreme Council of Energy, Dubai, United Arab Emirates","55.2644763","25.2095927","1","62196-2 (Three Phase)"
"220","UAE-HBN-CCL83","DEIRA-RTA Parking Al Riqqa 01","RTA, Dubai, United Arab Emirates","55.308","25.268","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"221","UAE-HBN-CCL84","DEIRA-RTA Parking Al Riqqa 02","RTA, Dubai, United Arab Emirates","55.3066178","25.2678813","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"222","UAE-HBN-CCL85","BUR DUBAI-Al Quoz Sustainable Building 01","DEWA, Dubai, United Arab Emirates","55.232","25.154","1","62196-2 (Three Phase)"
"223","UAE-HBN-CCL86","BUR DUBAI-Al Quoz Sustainable Building 02","DEWA, Dubai, United Arab Emirates","55.232","25.154","1","62196-2 (Three Phase)"
"224","UAE-HBN-CCL87","BUR DUBAI-Sheikh Mohammed bin Rashid Al Maktoum Boulevard 3 - 01","EMAAR, Dubai, United Arab Emirates","55.27","25.195","1","62196-2 (Three Phase)"
"225","UAE-HBN-CCL88","BUR DUBAI-Sheikh Mohammed bin Rashid Al Maktoum Boulevard 3 - 02","EMAAR, Dubai, United Arab Emirates","55.27","25.195","1","62196-2 (Three Phase)"
"226","UAE-HBN-CCL89","BUR DUBAI-Main Office Customer Service Center 04","DEWA, Dubai, United Arab Emirates","55.3238983","25.2275869","1","62196-2 (Three Phase)"
"227","UAE-HBN-CCL90","J.ALII-BCT GreenParking","GreenParking, Dubai, United Arab Emirates","55.17","25.101","1","62196-2 (Three Phase)"
"228","UAE-HBN-CCL91","BUR DUBAI-RTA Parking Ghubaibah 02","RTA, Dubai, United Arab Emirates","55.29","25.264","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"229","UAE-HBN-CCL92","DEIRA-RTA Parking New Subkhah 02","RTA, Dubai, United Arab Emirates","55.3043305","25.2682388","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"230","UAE-HBN-CCL93","BUR DUBAI-Dubai Design District (D3) - Basement","Tecom, Dubai, United Arab Emirates","55.2972316","25.1901611","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"232","UAE-HBN-CCL95","DEIRA-Installed at  Dubai Airport  Terminal 2","Dubai Airport, Dubai, United Arab Emirates","55.3557","25.2675","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"233","UAE-HBN-CCL96","J.ALI-Dubai Marina Mall 01","EMAAR, Dubai, United Arab Emirates","55.141","25.076","1","62196-2 (Three Phase)"
"234","UAE-HBN-CCL97","J.ALI-Dubai Marina Mall 02","EMAAR, Dubai, United Arab Emirates","55.1390161","25.0757664","1","62196-2 (Three Phase)"
"236","UAE-HBN-CCL99","BUR DUBAI-Dubai Design District (D3) 02","Tecom, Dubai, United Arab Emirates","55.299","25.189","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"237","UAE-HBN-CCL100","BUR DUBAI- Dubai Design District (D3) 01","Tecom, Dubai, United Arab Emirates","55.2988243","25.1892318","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"238","UAE-HBN-CCL200","DEIRA-Dubai Airport  Terminal 1 Departure","Dubai Airport, Dubai, United Arab Emirates","55.3521869","25.2489236","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"239","UAE-HBN-CCL5","BUR DUBAI","17 7th Street, Al Hudaiba Customer ServicesAl Hudaiba, Dubai, United Arab Emirates","55.281959","25.244397","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"240","UAE-HBN-CCL101","DEIRA-Dubai Men's college","Academic City, Dubai, United Arab Emirates","55.394","25.111","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"241","UAE-HBN-CCL102","DEIRA-Dubai Silicon Oasis Head Office","Dubai Silicon Oasis, Dubai, United Arab Emirates","55.38","25.124","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"242","UAE-HBN-CCL103","HATTA-public library","Hatta, United Arab Emirates","56.1322092","24.8169213","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"244","UAE-HBN-CCL105","DEIRA-Qudra Cycling Track","RTA, Dubai, United Arab Emirates","55.345","24.849","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"245","UAE-HBN-CCL106","DEIRA-Dubai Taxi HQ 01","Dubai Taxi Corporation-, Dubai-SS3066B(PVT LVDB), United Arab Emirates","55.415","25.278","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"246","UAE-HBN-CCL107","DEIRA-Dubai Taxi HQ","02 Dubai Taxi Corporation 02, Dubai-SS3066B(PVT LVDB), United Arab Emirates","55.415","25.278","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"247","UAE-HBN-CCL108","DEIRA-Dubai Taxi HQ 03","Dubai Taxi Corporation 03, Dubai, United Arab Emirates","55.415","25.278","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"248","UAE-HBN-CCL109","BUR DUBAI-Etihad Museum","Dubai, United Arab Emirates","55.2698055","25.2413611","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"249","UAE-HBN-CCL110","BUR DUBAI-Nad Al Sheba Park","Dubai Municipality, Dubai, United Arab Emirates","55.323","25.149","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"250","UAE-HBN-CCL111","DEIRA","DEWA-Rowaiyah -Green Garage 03, Dubai, United Arab Emirates","55.429","25.149","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"252","UAE-HBN-CCL113","J.ALI-Dubai South HQ","Dubai South, Dubai, United Arab Emirates","55.119","24.91","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"253","UAE-HBN-CCL114","BUR DUBAI-Dubai Holding HQ","Dubai Holding, Dubai, United Arab Emirates","55.189","25.133","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"254","UAE-HBN-CCL115","DEIRA-Dubai Safari Park 1","Dubai, United Arab Emirates","55.447","25.177","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"255","UAE-HBN-CCL116","DEIRA-Dubai Safari Park 2","Dubai, United Arab Emirates","55.447","25.177","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"256","UAE-HBN-CCL117","BUR DUBAI-ENOC Petrol Station (1092) Wadi Al Saffa E611","ENOC, Dubai, United Arab Emirates","55.361","25.071","3","ChaDeMo , Combo CCS , 62196-2 (Three Phase)"
"257","UAE-HBN-CCL118","DEIRA-Dubai Police HQ Building","Dubai, United Arab Emirates","55.35","25.275","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"260","UAE-HBN-CCL119","BUR DUBAI-DWTC - Sh:Rashid Hall  Multistory Parking,Basement","Dubai, United Arab Emirates","55.278","25.222","1","62196-2 (Three Phase)"
"261","UAE-HBN-CCL120","BUR DUBAI-DWTC - Sh:Rashid Hall Multistory Parking, 3rd  floor","Dubai, United Arab Emirates","55.287","25.222","1","62196-2 (Three Phase)"
"262","UAE-HBN-CCL121","DEIRA-Airport Taxi 01","DEWA, United Arab Emirates","55.3515","25.246194","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"263","UAE-HBN-CCL122","DEIRA-Airport Taxi 02","DEWA, United Arab Emirates","55.352","25.246","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"264","UAE-HBN-CCL123","DEIRA-Airport Taxi 03","DEWA, United Arab Emirates","55.3515","25.246194","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"265","UAE-HBN-CCL124","DEIRA-Airport Taxi 04","DEWA, United Arab Emirates","55.3515","25.246194","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"266","UAE-HBN-CCL125","DEIRA-Airport Taxi 05","DEWA, United Arab Emirates","55.3515","25.246194","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"267","UAE-HBN-CCL126","DEIRA-Airport Taxi 06","DEWA, United Arab Emirates","55.352","25.246","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"268","UAE-HBN-CCL127","DEIRA-Airport Taxi 07","DEWA, United Arab Emirates","55.3515","25.246194","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"269","UAE-HBN-CCL128","DEIRA-Airport Taxi 08","DEWA, United Arab Emirates","55.352","25.246","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"270","UAE-HBN-CCL129","DEIRA-Airport Taxi 09","DEWA, United Arab Emirates","55.3515","25.246194","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"271","UAE-HBN-CCL130","DEIRA-Airport Taxi 10","DEWA, United Arab Emirates","55.3515","25.246194","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"272","UAE-HBN-CCL131","DEIRA-Dubai Police E-Service Building","Dubai, United Arab Emirates","55.355","25.279","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"273","UAE-HBN-CCL132","BUR DUBAI-Rulers Office, New Parking","Dubai, United Arab Emirates","55.298","25.264","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"274","UAE-HBN-CCL133","BUR DUBAI-Hilton Garden Inn Hotel - Al Barsha","Dubai, United Arab Emirates","55.196","25.116","1","62196-2 (Three Phase)"
"275","UAE-HBN-CCL134","BUR DUBAI-Rulers Office,Department Buildings","Dubai, United Arab Emirates","55.2982","25.2641","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"276","UAE-HBN-CCL135","BUR DUBAI-Zabeel Health Center","Dubai, United Arab Emirates","55.2844068","25.2017677","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"277","UAE-HBN-CCL136","DEIRA-Govt. Workshop Ruwaiyah Front Side","Dubai, United Arab Emirates","55.407","25.09","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"278","UAE-HBN-CCL137","DEIRA-Govt. Workshop Ruwaiyah Back Side","Dubai, United Arab Emirates","55.406","25.09","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"279","UAE-HBN-CCL138","J.ALI-Emirates Global Aluminium (EGA) Dubal - Jabel Ali","Dubai, United Arab Emirates","55.096","25.037","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"280","UAE-HBN-CCL139","BUR DUBAI-Dubai Police Al Barsha Branch 1","Dubai, United Arab Emirates","55.214","25.079","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"281","UAE-HBN-CCL140","BUR DUBAI-Dubai Police Al Barsha Branch 2","Dubai, United Arab Emirates","55.214","25.079","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"282","UAE-HBN-CCL141","DEIRA","Port Saeed-Dubai Creek Golf & Yacht Club, Dubai, United Arab Emirates","55.333","25.242","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"283","UAE-HBN-CCL142","J.ALI-Emirates Golf Club","Emirates Hills 2, Dubai, United Arab Emirates","55.159","25.085","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"284","UAE-HBN-CCL144","BUR DUBAI-Mercato Shopping Mall","Basement Parking, Dubai, United Arab Emirates","55.253","25.216","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"285","UAE-HBN-CCL145","DEIRA","Ruwaiyah-Ministry of Climate Change and Environment-Backside Parking, Dubai, United Arab Emirates","55.388","25.096","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"286","UAE-HBN-CCL146","BUR DUBAI-DWTC - Sh:Rashid Hall Multistory Parking, Basement","Dubai, United Arab Emirates","55.2872925","25.2217853","1","62196-2 (Three Phase)"
"287","UAE-HBN-CCL147","DEIRA","Ruwaiyah-Ministry of Climate Change and Environment-Frontside Parking, Dubai, United Arab Emirates","55.387","25.095","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"288","UAE-HBN-CCL148","DEIRA","Lussaily Park-Dubai Muncipality, Dubai, United Arab Emirates","55.472","24.931","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"289","UAE-HBN-CCL149","BUR DUBAI-New  Parking Happiness Street -02","DWTC, Dubai, United Arab Emirates","55.289","25.221","1","62196-2 (Three Phase)"
"290","UAE-HBN-CCL150","BUR DUBAI-DWTC - New Zabeel Plaza","Dubai, United Arab Emirates","55.289","25.224","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"291","UAE-HBN-CCL143","BUR DUBAI-Meraas","Al Seef, Dubai, United Arab Emirates","55.312","25.257","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"292","UAE-HBN-CCL151","BUR DUBAI-DWTC - Sh:Rashid Hall  Multistory Parking,!st Floor","Dubai, United Arab Emirates","55.286","25.223","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"293","UAE-HBN-CCL152","J.ALI-Expo 2020 Site office-Left side","Dubai, United Arab Emirates","55.158","24.967","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"294","UAE-HBN-CCL153","J.ALI-Expo 2020 Site office-Right side","Dubai, United Arab Emirates","55.158","24.967","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"295","UAE-HBN-CCL154","DEIRA","Al Ramool-RTA HQ Multistory Car Park-Ground Floor, Dubai, United Arab Emirates","55.355","25.234","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"296","UAE-HBN-CCL155","BUR DUBAI-La Mer","Jumeirah, Dubai, United Arab Emirates","55.2591","25.2298","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"297","UAE-HBN-CCL156","J.ALI-City Centre,Meisam - Left side","MAF, Dubai, United Arab Emirates","55.196","25.04","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"298","UAE-HBN-CCL157","J.ALI-City Centre,Meisam - Right side","MAF, Dubai, United Arab Emirates","55.195","25.04","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"299","UAE-HBN-CCL158","J.ALI-Moro Hub, Data Center-Basement Parking","Jabel Ali, Dubai, United Arab Emirates","55.131","25.065","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"300","UAE-HBN-CCL159","J.ALI-Moro Hub, Data Center-Front Parking","Jabel Ali, Dubai, United Arab Emirates","55.131","25.065","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"301","UAE-HBN-CCL160","DEIRA","International City Pavilion, Dubai, United Arab Emirates","55.406","25.159","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"302","UAE-HBN-CCL161","DEIRA","DM Mamzhar Park, Dubai, United Arab Emirates","55.348","25.318","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"303","UAE-HBN-CCL162","DEIRA","DM-Multistory Car Parking,Garhoud-1st Floor, Dubai, United Arab Emirates","55.354","25.235","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"304","UAE-HBN-CCL163","DEIRA-Mushrif Office","DEWA, Dubai, United Arab Emirates","55.406","25.232","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"305","UAE-HBN-CCL164","BUR DUBAI-Gate District,Basement 2, Client Parking-K14","DIFC, Dubai, United Arab Emirates","55.281","25.214","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"306","UAE-HBN-CCL165","DEIRA-R&D DEWA","Dubai, United Arab Emirates","55.369","24.769","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"307","UAE-HBN-CCL166","DEIRA-R&D DEWA 2","Dubai, United Arab Emirates","55.369","24.769","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"308","UAE-HBN-CCL167","DEIRA-Multistory Car Parking,Garhoud-4th Floor (Left side)","DM, Dubai, United Arab Emirates","55.354","25.235","1","62196-2 (Three Phase)"
"309","UAE-HBN-CCL168","DEIRA-Multistory Car Parking,Garhoud-4th Floor (Right side)","DM, Dubai, United Arab Emirates","55.354","25.235","1","62196-2 (Three Phase)"
"310","UAE-HBN-CCL169","BUR DUBAI-ONE CENTRAL TOWER 01","TRADE CENTER, Dubai, United Arab Emirates","55.2856388","25.2219166","1","62196-2 (Three Phase)"
"311","UAE-HBN-CCL170","BUR DUBAI-ONE CENTRAL TOWER 02","TRADE CENTER, Dubai, United Arab Emirates","55.2856388","25.2219166","1","62196-2 (Three Phase)"
"312","UAE-HBN-CCL171","BUR DUBAI-DWTC - Sh Rashid Tower Parking -01","DWTC, Dubai, United Arab Emirates","55.2882705","25.2280634","1","62196-2 (Three Phase)"
"313","UAE-HBN-CCL172","BUR DUBAI-DWTC - Sh Rashid Tower Parking -02","DWTC, Dubai, United Arab Emirates","55.288","25.228","1","62196-2 (Three Phase)"
"314","UAE-HBN-CCL173","BUR DUBAI-Gate District,Basement 1, Visitors Parking-S18","DIFC, Dubai, United Arab Emirates","55.281737","25.2138661","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"315","UAE-HBN-CCL174","BUR DUBAI-New  Parking Happiness Street -01","DWTC, Dubai, United Arab Emirates","55.289","25.221","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"316","UAE-HBN-CCL175","BUR DUBAI-Gate Village,Basement 2,Visitors Parking-E05","DIFC, Dubai, United Arab Emirates","55.281","25.214","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"317","UAE-HBN-CCL176","BUR DUBAI-Carrefour Market","Al Barsha South, Dubai, United Arab Emirates","55.242","25.07","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"318","UAE-HBN-CCL177","BUR DUBAI-Emirates Mall-level2 Parking-C8 (Left side)","Emirates Mall, Dubai, United Arab Emirates","55.201","25.117","1","62196-2 (Three Phase)"
"319","UAE-HBN-CCL178","BUR DUBAI-Emirates Mall-level2 Parking-C8 (Middle)","Emirates Mall, Dubai, United Arab Emirates","55.201","25.117","1","62196-2 (Three Phase)"
"320","UAE-HBN-CCL179","BUR DUBAI-Emirates Mall-level2 Parking-C8 (Right side)","Emirates Mall, Dubai, United Arab Emirates","55.201","25.117","1","62196-2 (Three Phase)"
"321","UAE-HBN-CCL180","BUR DUBAI-Emirates Mall-level3 Parking-C6 (Left side)","Emirates Mall, Dubai, United Arab Emirates","55.201","25.117","1","62196-2 (Three Phase)"
"322","UAE-HBN-CCL181","BUR DUBAI-Emirates Mall-level3 Parking-C6 (Middle)","Emirates Mall, Dubai, United Arab Emirates","55.2009166","25.1170555","1","62196-2 (Three Phase)"
"323","UAE-HBN-CCL182","BUR DUBAI-Emirates Mall-level3 Parking-C6 (Right side)","Emirates Mall, Dubai, United Arab Emirates","55.201","25.117","1","62196-2 (Three Phase)"
"324","UAE-HBN-CCL183","BUR DUBAI-Gate Village-01,Basement 3, Parking-K06","DIFC, Dubai, United Arab Emirates","55.2811666","25.214","1","62196-2 (Three Phase)"
"325","UAE-HBN-CCL184","BUR DUBAI-Gate Village-02,Basement 3, Parking-K06","DIFC, Dubai, United Arab Emirates","55.2811666","25.214","1","62196-2 (Three Phase)"
"326","UAE-HBN-CCL185","J.ALI-Golden Mile Galleria 1, Basement2","Palm Jumeirah, Dubai, United Arab Emirates","55.148","25.107","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"327","UAE-HBN-CCL186","J.ALI-Club Vista Mare","Palm Jumeirah, Dubai, United Arab Emirates","55.142","25.115","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"328","UAE-HBN-CCL187","J ALI-Outlet Village Parking-01 (Left side)","MEERAs, Dubai, United Arab Emirates","55.011","24.912","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"329","UAE-HBN-CCL188","J.ALI-Outlet Village Parking-02 (Right side)","MEERAS, Dubai, United Arab Emirates","55.011","24.914","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"330","UAE-HBN-CCL189","J.ALI-Golden Mile Galleria  2, Basement2 -01","Palm Jumeirah, Dubai, United Arab Emirates","55.142","25.111","1","62196-2 (Three Phase)"
"331","UAE-HBN-CCL190","J.ALI-Golden Mile Galleria  2, Basement2 -02","Palm Jumeirah, Dubai, United Arab Emirates","55.142","25.111","1","62196-2 (Three Phase)"
"332","UAE-HBN-CCL191","BUR DUBAI-City Walk-2,Basement1-01","Al Wasel, Dubai, United Arab Emirates","55.2641111","25.2070555","1","62196-2 (Three Phase)"
"333","UAE-HBN-CCL192","BUR DUBAI-City Walk-2,Basement1-02","Al Wasel, Dubai, United Arab Emirates","55.264","25.207","1","62196-2 (Three Phase)"
"334","UAE-HBN-CCL193","DEIRA-East Building Parking","DAFZA, Dubai, United Arab Emirates","55.373","25.26","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"335","UAE-HBN-CCL194","DEIRA-West Building Parking","DAFZA, Dubai, United Arab Emirates","55.372","25.26","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"336","UAE-HBN-CCL195","DEIRA-Head Quarters Parking","DAFZA, Dubai, United Arab Emirates","55.373","25.259","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
"337","UAE-HBN-CCL196","J.ALI-Ibn Battuta Mall Parking 6","Dubai, United Arab Emirates","55.122","25.048","2","62196-2 (Three Phase) , 62196-2 (Three Phase)"
